ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1205,0.4194999999999999,0.0,0.0075,0.21299999999999997,0.36
1206,0.965,0.0,0.0,0.005,0.03
1207,0.0,0.0,0.0125,0.0,0.9875
1208,0.6,0.0,0.0,0.205,0.195
1209,0.5595833333333333,0.0,0.0275,0.3879166666666667,0.025
1210,0.17288690476190477,0.0,0.028166666666666663,0.7512797619047619,0.04766666666666666
1211,0.8341666666666666,0.0,0.0025,0.08083333333333333,0.0825
1212,0.82,0.0,0.0,0.0075,0.1725
1213,0.63,0.0,0.0,0.31,0.06
1214,0.5866666666666667,0.0,0.0,0.4040833333333333,0.009250000000000001
1215,0.005,0.0825,0.1975,0.005416666666666666,0.7095833333333335
1216,0.8391666666666667,0.0,0.0,0.15333333333333335,0.0075
1217,0.0,0.0125,0.01,0.0,0.9775
1218,0.0075,0.0,0.1,0.7241666666666667,0.16833333333333336
1219,0.0025,0.1075,0.05375,0.001875,0.834375
1220,0.08875,0.005,0.005,0.0,0.90125
1221,0.9825,0.0,0.0075,0.01,0.0
1222,0.0025,0.0975,0.755,0.035,0.11
1223,0.995,0.0,0.0025,0.0,0.0025
1224,0.19583333333333333,0.0,0.004166666666666667,0.1425,0.6575
1225,0.9066666666666666,0.0,0.0,0.05333333333333333,0.04
1226,0.0,0.0,0.0,0.045,0.955
1227,0.29,0.515,0.0675,0.0525,0.075
1228,0.6625,0.0,0.0,0.05,0.2875
1229,0.8156250000000002,0.0,0.11,0.05812499999999999,0.01625
1230,0.2625,0.0,0.025,0.4575,0.255
1231,0.23125,0.0,0.0,0.2145833333333333,0.5541666666666666
1232,0.9975,0.0,0.0,0.0,0.0025
1233,0.31000000000000005,0.0,0.0,0.28523809523809524,0.40476190476190466
1234,0.0,0.0,0.0,0.0,1.0
1235,0.1175,0.0,0.09,0.58,0.2125
1236,0.0,0.0075,0.05,0.0,0.9425
1237,0.7814583333333335,0.0,0.0,0.115,0.10354166666666668
1238,0.735,0.0,0.0,0.045,0.22
1239,0.87775,0.0,0.0,0.116375,0.005875
1240,0.975,0.0,0.0,0.02,0.005
1241,0.485,0.0,0.2725,0.16,0.0825
1242,0.0,0.0016666666666666666,0.38,0.0,0.6183333333333334
1243,0.0,0.02,0.2225,0.0,0.7575
1244,0.0,0.0125,0.0175,0.0,0.97
1245,0.2583333333333333,0.065,0.095,0.5066666666666666,0.075
1246,0.0,0.045,0.09,0.0,0.865
1247,0.9175,0.0,0.0,0.035,0.0475
1248,0.4625,0.0,0.0025,0.4875,0.0475
1249,0.0275,0.0,0.055,0.8575,0.06
1250,0.0,0.0,0.01,0.0,0.99
1251,0.13875,0.0025,0.02,0.01,0.82875
1252,0.975,0.0,0.0,0.025,0.0
1253,0.6325,0.0075,0.05,0.165,0.145
1254,0.275,0.0,0.1675,0.3875,0.17
1255,0.6675,0.0575,0.16,0.0,0.115
1256,0.3210416666666667,0.0,0.0325,0.2325,0.41395833333333326
1257,0.5425,0.0,0.01,0.3325,0.115
1258,0.8625,0.0,0.065,0.0625,0.01
1259,0.0,0.0,0.06,0.005,0.935
1260,0.8245833333333333,0.0,0.0,0.0675,0.10791666666666666
1261,0.8925,0.0,0.0,0.055,0.0525
1262,0.97,0.0,0.0,0.0,0.03
1263,0.02,0.0,0.285,0.39375,0.30125
1264,0.0475,0.0,0.0175,0.04,0.895
1265,0.6425,0.0,0.0,0.0875,0.27
1266,0.9925,0.0,0.0,0.0,0.0075
1267,0.0025,0.005,0.009999999999999998,0.6591666666666666,0.3233333333333333
1268,0.93175,0.0,0.0,0.0125,0.05575
1269,0.75,0.0,0.04,0.1375,0.0725
1270,0.0025,0.0,0.0125,0.59,0.395
1271,0.0625,0.0,0.0275,0.0025,0.9075
1272,0.015,0.03,0.12,0.02,0.815
1273,0.38083333333333336,0.02,0.0725,0.0,0.5266666666666667
1274,0.9075,0.0,0.005,0.0425,0.045
1275,0.1525,0.0,0.01,0.6275,0.21
1276,0.1275,0.0,0.0725,0.4275,0.3725
1277,0.89,0.0,0.0,0.02,0.09
1278,0.99625,0.0,0.0,0.00375,0.0
1279,0.3975,0.0,0.03,0.35,0.2225
1280,0.805,0.0,0.0,0.0,0.195
1281,0.3575,0.0,0.0775,0.176375,0.388625
1282,0.0225,0.0,0.1275,0.4925,0.3575
1283,0.9514285714285714,0.0,0.0,0.016071428571428573,0.0325
1284,0.21,0.0,0.0075,0.305,0.4775
1285,0.0025,0.005,0.035,0.005,0.9525
1286,0.0125,0.0025,0.135,0.0,0.85
1287,0.1925,0.015,0.42,0.0025,0.37
1288,0.09375,0.0,0.005,0.20875,0.6925
1289,0.1975,0.0,0.0375,0.5775,0.1875
1290,0.14,0.0,0.09,0.6625,0.1075
1291,0.0,0.0075,0.2625,0.0025,0.7275
1292,0.72625,0.0,0.01725595238095238,0.10649404761904763,0.15
1293,0.9525,0.0,0.0025,0.02,0.025
1294,0.0,0.0225,0.12,0.005,0.8525
1295,0.0,0.0,0.0225,0.0,0.9775
1296,0.9475,0.0,0.0,0.0475,0.005
1297,0.995,0.0,0.0,0.0,0.005
1298,0.0,0.0175,0.005,0.0,0.9775
1299,0.5114940476190477,0.0,0.0,0.10350595238095238,0.385
1300,0.0025,0.005,0.045,0.405,0.5425
1301,0.6702619047619046,0.0,0.0,0.3097380952380952,0.02
1302,0.85,0.0,0.0,0.125,0.025
1303,0.0575,0.0,0.085,0.7825,0.075
1304,0.3075,0.0,0.0,0.675625,0.016875
1305,0.0,0.0075,0.045,0.0,0.9475
1306,0.0125,0.0,0.0,0.0,0.9875
1307,0.0,0.0025,0.0,0.0,0.9975
1308,0.12783333333333333,0.0625,0.0,0.0025,0.8071666666666666
1309,0.94125,0.0,0.0,0.05625,0.0025
1310,0.2106939935064935,0.0,0.005,0.37083333333333335,0.41347267316017317
1311,0.0025,0.045,0.155,0.00125,0.79625
1312,0.72,0.0,0.0,0.0,0.28
1313,0.22979166666666667,0.0025,0.02,0.5925,0.15520833333333334
1314,0.8779166666666666,0.0,0.00125,0.05458333333333333,0.06625
1315,0.865,0.0,0.0,0.0425,0.0925
1316,0.12875,0.0,0.0225,0.17,0.67875
1317,0.7125,0.0,0.0,0.015,0.2725
1318,0.8458333333333333,0.0,0.005,0.13666666666666666,0.0125
1319,0.0025,0.0125,0.68975,0.01,0.28525
1320,0.6739583333333333,0.0,0.003958333333333333,0.175,0.14708333333333332
1321,0.1,0.19,0.215,0.0025,0.4925
1322,0.7002083333333334,0.0,0.0025,0.0975,0.19979166666666665
1323,0.58625,0.0,0.0,0.33625,0.0775
1324,0.425,0.0,0.0075,0.0625,0.505
1325,0.9075,0.0,0.0,0.0925,0.0
1326,1.0,0.0,0.0,0.0,0.0
1327,0.7595833333333334,0.0,0.0,0.21791666666666665,0.0225
1328,0.59875,0.0,0.005,0.32125,0.075
1329,0.0025,0.0075,0.005,0.005,0.98
1330,0.8075,0.0025,0.0825,0.0525,0.055
1331,0.860625,0.0,0.0025,0.044375,0.0925
1332,0.8925,0.0,0.0,0.0425,0.065
1333,0.025,0.0025,0.09,0.0,0.8825
1334,0.9075,0.0,0.0,0.045,0.0475
1335,0.455,0.0,0.0125,0.3975,0.135
1336,0.5088333333333332,0.0,0.0,0.4561666666666667,0.035
1337,0.1475,0.0,0.2025,0.42166666666666663,0.22833333333333333
1338,0.05,0.0,0.055,0.7275,0.1675
1339,0.0725,0.0,0.0025,0.7175,0.2075
1340,0.02,0.0,0.0375,0.055,0.8875
1341,0.005,0.0125,0.385,0.045,0.5525
1342,0.4375,0.0,0.06,0.22,0.2825
1343,0.14541666666666664,0.0,0.27858333333333335,0.5485000000000002,0.0275
1344,0.5425,0.4575,0.0,0.0,0.0
1345,0.095,0.0,0.055,0.5425,0.3075
1346,0.89,0.0,0.005,0.1025,0.0025
1347,0.7375,0.0,0.005,0.21,0.0475
1348,0.1175,0.0025,0.1275,0.2725,0.48
1349,0.2875,0.0025,0.0075,0.435,0.2675
1350,0.265,0.0,0.0225,0.065,0.6475
1351,0.7,0.0,0.015,0.0,0.285
1352,0.8275,0.0,0.0,0.08,0.0925
1353,0.005,0.0,0.18,0.0025,0.8125
1354,0.8491666666666667,0.0,0.1275,0.02333333333333333,0.0
1355,0.0,0.0,0.014499999999999999,0.005,0.9804999999999999
1356,0.3825,0.0,0.01,0.0725,0.535
1357,0.9975,0.0,0.0,0.0025,0.0
1358,0.0,0.0,0.0025,0.0,0.9975
1359,0.2125,0.0075,0.01,0.0,0.77
1360,0.005,0.015,0.435,0.0,0.545
1361,0.0425,0.02,0.1575,0.0875,0.6925
1362,0.0275,0.0,0.0925,0.705,0.175
1363,0.96875,0.0,0.0,0.005,0.02625
1364,0.105,0.0,0.0375,0.0625,0.795
1365,0.19954166666666664,0.0,0.0,0.0,0.8004583333333335
1366,0.6298750000000001,0.0,0.0,0.307625,0.0625
1367,0.7759999999999999,0.0025,0.0,0.09416666666666668,0.12733333333333333
1368,0.7825,0.0,0.0,0.035,0.1825
1369,0.8042083333333335,0.0,0.009583333333333334,0.17654166666666668,0.009666666666666667
1370,0.9278749999999999,0.0,0.0,0.0025,0.069625
1371,0.515,0.0025,0.0,0.3375,0.145
1372,0.0,0.0,0.0025,0.0,0.9975
1373,0.08770833333333332,0.0,0.128,0.3202083333333334,0.4640833333333334
1374,0.414375,0.0,0.1325,0.160625,0.2925
1375,0.915,0.0,0.0,0.0425,0.0425
1376,0.9925,0.0,0.0,0.0,0.0075
1377,0.659375,0.0,0.0,0.3125,0.028125
1378,0.2325,0.0,0.01,0.015,0.7425
1379,0.923875,0.0,0.0,0.056125,0.02
1380,0.0025,0.0,0.0325,0.0025,0.9625
1381,0.47766666666666674,0.0,0.0075,0.0,0.5148333333333333
1382,0.7873749999999999,0.0,0.0,0.15,0.062625
1383,0.0,0.0,0.0425,0.0,0.9575
1384,0.85125,0.0,0.0,0.06375,0.085
1385,0.0,0.0075,0.005,0.0,0.9875
1386,0.0,0.0075,0.0175,0.0,0.975
1387,0.9625,0.0,0.0,0.0375,0.0
1388,0.8797916666666667,0.0,0.0125,0.0775,0.030208333333333334
1389,0.013999999999999999,0.0,0.2275,0.6635,0.095
1390,0.7266666666666666,0.0,0.0,0.04333333333333333,0.23
1391,0.04,0.0025,0.0,0.03,0.9275
1392,0.9275,0.0,0.005,0.03,0.0375
1393,0.105,0.0,0.0,0.84125,0.05375
1394,0.1075,0.0,0.0675,0.225,0.6
1395,0.5825,0.0,0.0,0.02,0.3975
1396,0.14616666666666667,0.0,0.1525833333333333,0.06,0.64125
1397,0.5175,0.0025,0.00625,0.1375,0.33625
1398,0.0225,0.0,0.1675,0.32875,0.48125
1399,0.1775,0.0025,0.0675,0.125,0.6275
1400,0.49512500000000004,0.0,0.055,0.045,0.404875
1401,0.09,0.0,0.0875,0.705,0.1175
1402,0.0375,0.055,0.0025,0.0025,0.9025
1403,1.0,0.0,0.0,0.0,0.0
1404,0.4075,0.0,0.01,0.215,0.3675
1405,0.0825,0.0,0.015,0.1225,0.78
1406,0.4625,0.0,0.0,0.53,0.0075
1407,0.46,0.0,0.005,0.055,0.48
1408,0.0,0.0075,0.405,0.0225,0.565
1409,0.78625,0.0,0.001875,0.0025,0.209375
1410,0.48291666666666666,0.0,0.0025,0.14958333333333332,0.365
1411,0.0025,0.095,0.065,0.0,0.8375
1412,0.1325,0.005,0.055,0.675,0.1325
1413,0.1825,0.0,0.0425,0.0825,0.6925
1414,0.0025,0.0025,0.0025,0.0,0.9925
1415,0.0025,0.0325,0.13979166666666668,0.07020833333333333,0.755
1416,0.3804047619047619,0.0,0.0,0.5370952380952381,0.0825
1417,0.01,0.0,0.23,0.6783333333333335,0.08166666666666668
1418,0.61,0.0,0.01,0.0625,0.3175
1419,0.005,0.0,0.5375,0.01,0.4475
1420,0.2783333333333333,0.0025,0.17,0.2991666666666667,0.25
1421,0.015,0.0275,0.0925,0.1761607142857143,0.6888392857142857
1422,0.205,0.005,0.035,0.125,0.63
1423,0.72125,0.0,0.0,0.05,0.22875
1424,0.025,0.0,0.015,0.17,0.79
1425,0.075625,0.0,0.0,0.844375,0.08
1426,0.06,0.035,0.0975,0.035,0.7725
1427,0.7611249999999999,0.0,0.0,0.105,0.133875
1428,0.015,0.0075,0.1025,0.0,0.875
1429,0.675,0.0,0.0,0.065,0.26
1430,0.87625,0.005,0.0,0.0025,0.11625
1431,0.48554761904761906,0.0,0.21549999999999997,0.11449999999999999,0.18445238095238095
1432,0.035833333333333335,0.0,0.0075,0.5541666666666667,0.4024999999999999
1433,0.6543333333333333,0.0,0.0025,0.2706666666666667,0.0725
1434,0.1725,0.0075,0.03,0.1075,0.6825
1435,0.4975,0.0,0.005,0.335,0.1625
1436,1.0,0.0,0.0,0.0,0.0
1437,0.11375,0.0,0.0175,0.83125,0.0375
1438,0.0,0.0,0.0,0.0,1.0
1439,0.54,0.0,0.01,0.09,0.36
1440,0.0,0.0,0.05,0.0,0.95
1441,0.175,0.0,0.045,0.6366666666666666,0.14333333333333334
1442,0.965,0.0,0.0,0.035,0.0
1443,0.50125,0.0,0.0025,0.0575,0.43875
1444,0.0425,0.0025,0.0025,0.8875,0.065
1445,0.38,0.0,0.02125,0.29875,0.3
1446,0.925,0.0,0.0,0.0575,0.0175
1447,0.0,0.0,0.0025,0.0,0.9975
1448,0.3991666666666667,0.0,0.1,0.265,0.23583333333333337
1449,0.9925,0.0,0.0,0.005,0.0025
1450,0.22545833333333332,0.0,0.07,0.455,0.2495416666666667
1451,0.46540340909090894,0.0,0.0,0.47720833333333346,0.05738825757575757
1452,0.1225,0.0,0.155,0.11,0.6125
1453,0.9425,0.0,0.0,0.025,0.0325
1454,0.985,0.0,0.0,0.0,0.015
1455,0.6025,0.0,0.0225,0.1325,0.2425
1456,0.845,0.0,0.0,0.025,0.13
1457,0.0775,0.0,0.0,0.488470238095238,0.434029761904762
1458,0.595,0.0,0.0025,0.095,0.3075
1459,0.01,0.0,0.0975,0.2725,0.62
1460,0.415,0.0,0.025,0.434375,0.125625
1461,0.8225,0.0,0.025,0.1125,0.04
1462,0.4525,0.0,0.045,0.465,0.0375
1463,0.0,0.02,0.5425,0.14,0.2975
1464,0.0,0.0,0.0475,0.0,0.9525
1465,0.60125,0.0,0.0,0.35875,0.04
1466,0.875,0.0,0.0,0.105,0.02
1467,0.254875,0.0025,0.1175,0.500125,0.125
1468,0.00125,0.022458333333333337,0.0775,0.0,0.8987916666666667
1469,0.7525,0.0,0.0,0.1,0.1475
1470,0.951875,0.0,0.0,0.025625,0.0225
1471,0.8758333333333332,0.0,0.0,0.114375,0.009791666666666666
1472,0.9975,0.0,0.0,0.0,0.0025
1473,0.895,0.0,0.0,0.0025,0.1025
1474,0.655,0.0,0.0,0.0125,0.3325
1475,0.985,0.0,0.0,0.0075,0.0075
1476,0.0025,0.015,0.0425,0.0,0.94
1477,0.3481666666666667,0.0,0.0,0.14683333333333332,0.505
1478,0.07,0.0,0.02,0.31,0.6
1479,1.0,0.0,0.0,0.0,0.0
1480,0.0,0.0,0.0025,0.0,0.9975
1481,0.0,0.010416666666666668,0.005,0.0,0.9845833333333333
1482,0.0,0.0,0.6375,0.0,0.3625
1483,0.0075,0.0125,0.7025,0.0075,0.27
1484,0.015,0.0,0.0,0.0025,0.9825
1485,0.91375,0.0,0.0025,0.07875,0.005
1486,0.0275,0.0,0.0,0.0,0.9725
1487,0.0,0.0575,0.025,0.0175,0.9
1488,1.0,0.0,0.0,0.0,0.0
1489,0.7841666666666666,0.0,0.0,0.16833333333333336,0.0475
1490,0.0,0.0,0.0175,0.14,0.8425
1491,0.5775,0.0,0.005,0.25,0.1675
1492,0.86,0.0,0.0025,0.0475,0.09
1493,0.408375,0.0,0.0,0.42412500000000003,0.1675
1494,0.0,0.0,0.03,0.0,0.97
1495,0.14,0.0,0.1175,0.635,0.1075
1496,0.0,0.01,0.09,0.0,0.9
1497,0.1475,0.0025,0.005,0.78,0.065
1498,0.9925,0.0,0.0,0.0,0.0075
1499,0.97375,0.0,0.0,0.0025,0.02375
1500,0.0,0.023333333333333334,0.02,0.0,0.9566666666666667
1501,0.205,0.0,0.2,0.3075,0.2875
1502,0.9275,0.0,0.005,0.015,0.0525
1503,0.0075,0.0025,0.035625,0.02,0.934375
1504,0.9,0.0,0.0,0.0625,0.0375
1505,0.8316666666666667,0.0,0.02,0.12833333333333333,0.02
1506,0.705,0.0,0.0425,0.2325,0.02
1507,0.73,0.0,0.0025,0.1925,0.075
1508,0.0025,0.0,0.6875,0.0825,0.2275
1509,0.065,0.0,0.0075,0.0325,0.895
1510,0.0,0.0,0.005,0.9275,0.0675
1511,0.9975,0.0,0.0,0.0025,0.0
1512,0.5325,0.0,0.0,0.0475,0.42
1513,0.71625,0.0,0.0075,0.23375,0.0425
1514,0.3075,0.0,0.0025,0.0175,0.6725
1515,0.015,0.0,0.035,0.0075,0.9425
1516,0.5211607142857142,0.0,0.0,0.23416666666666663,0.24467261904761903
1517,0.015,0.0,0.0025,0.48957142857142844,0.4929285714285716
1518,0.2525,0.0,0.0075,0.07117261904761905,0.6688273809523809
1519,0.0,0.0,0.005,0.0,0.995
1520,0.3775,0.0,0.01,0.1775,0.435
1521,0.045,0.0,0.0075,0.545,0.4025
1522,0.5516666666666667,0.015,0.013333333333333334,0.0,0.42
1523,0.0775,0.0,0.0,0.82,0.1025
1524,0.9225,0.0,0.0,0.0225,0.055
1525,0.29,0.0,0.0025,0.4925,0.215
1526,0.345,0.0,0.025,0.4975,0.1325
1527,0.0,0.0,0.03,0.0,0.97
1528,0.005,0.05,0.3966666666666667,0.0,0.5483333333333333
1529,0.8525,0.0,0.02,0.09,0.0375
1530,0.6525,0.0,0.0,0.34,0.0075
1531,0.035,0.1125,0.0775,0.075,0.7
1532,0.295,0.0025,0.1,0.3925,0.21
1533,0.07164285714285715,0.0275,0.01,0.0075,0.8833571428571427
1534,0.2625416666666667,0.0125,0.0025,0.095,0.6274583333333335
1535,0.0,0.0075,0.6020833333333333,0.01,0.38041666666666674
1536,0.6465892857142859,0.0,0.0025,0.0,0.3509107142857143
1537,0.5722916666666668,0.0,0.027625,0.21958333333333332,0.18049999999999997
1538,0.5216666666666668,0.0,0.0,0.4632916666666666,0.015041666666666667
1539,0.29541666666666666,0.0025,0.0075,0.17958333333333334,0.515
1540,0.0025,0.005,0.025,0.0,0.9675
1541,0.8566666666666667,0.0,0.0,0.05833333333333333,0.085
1542,1.0,0.0,0.0,0.0,0.0
1543,0.7580833333333333,0.0,0.0025,0.0025,0.23691666666666666
1544,0.4008333333333334,0.0,0.04416666666666667,0.4575,0.0975
1545,0.3275,0.0,0.08,0.3985,0.19399999999999998
1546,0.4775,0.0,0.0225,0.4475,0.0525
1547,0.9754166666666666,0.0,0.0,0.012083333333333335,0.0125
1548,0.5166666666666666,0.0,0.0125,0.3933333333333333,0.0775
1549,0.145,0.0,0.0375,0.02,0.7975
1550,0.4775,0.01,0.04,0.0025,0.47
1551,0.335077380952381,0.0,0.0625,0.26992261904761905,0.3325
1552,0.1525,0.0,0.0125,0.095,0.74
1553,0.01,0.01,0.235,0.0025,0.7425
1554,1.0,0.0,0.0,0.0,0.0
1555,0.565,0.0,0.0025,0.28,0.1525
1556,0.0,0.0,0.0025,0.0,0.9975
1557,0.0125,0.0425,0.0625,0.2875,0.595
1558,0.0,0.013708333333333331,0.005,0.0,0.9812916666666667
1559,0.7072499999999999,0.0,0.005,0.24291666666666664,0.044833333333333336
1560,0.4225,0.0,0.095,0.225,0.2575
1561,0.0,0.03,0.01,0.0,0.96
1562,0.57875,0.0,0.0025,0.0575,0.36125
1563,0.79375,0.0,0.0,0.17875,0.0275
1564,0.6875,0.0,0.0275,0.2375,0.0475
1565,0.1525,0.005,0.0175,0.5075,0.3175
1566,0.035,0.0075,0.72375,0.0725,0.16125
1567,0.215,0.0,0.0,0.025,0.76
1568,0.2925,0.0,0.04,0.25,0.4175
1569,0.0625,0.0,0.0025,0.0425,0.8925
1570,0.0075,0.0,0.0875,0.4725,0.4325
1571,0.785,0.0025,0.0,0.0375,0.175
1572,0.9175,0.0,0.015,0.065,0.0025
1573,0.1575,0.0,0.005,0.3825,0.455
1574,0.0,0.0,0.0,0.0,1.0
1575,0.0025,0.255,0.2175,0.0,0.525
1576,0.7425,0.0,0.002708333333333333,0.24229166666666666,0.0125
1577,0.715,0.0,0.0,0.0,0.285
1578,0.25,0.0,0.025,0.3,0.425
1579,0.685,0.0,0.0025,0.235,0.0775
1580,0.7155535714285715,0.0,0.0,0.22094642857142854,0.0635
1581,0.7725,0.0125,0.0625,0.0175,0.135
1582,0.775,0.0,0.0,0.04,0.185
1583,0.9725,0.0,0.0,0.0225,0.005
1584,0.8339583333333332,0.0,0.006875,0.0925,0.06666666666666667
1585,0.81625,0.0,0.005,0.03375,0.145
1586,0.3825,0.0,0.0375,0.505,0.075
1587,0.07,0.0025,0.04,0.74,0.1475
1588,0.8975,0.0,0.0,0.01,0.0925
1589,0.26,0.0,0.0075,0.0825,0.65
1590,0.6819821428571428,0.0,0.0,0.0875,0.2305178571428571
1591,0.0,0.0,0.0,0.0,1.0
1592,0.6225,0.0,0.0,0.2825,0.095
1593,0.0,0.0,0.0,0.0,1.0
1594,0.4225,0.0,0.0025,0.5225,0.0525
1595,0.0,0.0,0.005,0.0,0.995
1596,0.0,0.0025,0.0,0.0,0.9975
1597,0.0,0.01,0.2020833333333333,0.005,0.7829166666666667
1598,0.96875,0.0,0.0,0.01625,0.015
1599,0.6175,0.0125,0.0525,0.07,0.2475
1600,0.9664583333333334,0.0,0.0035416666666666665,0.0,0.03
1601,0.9725,0.0,0.0,0.0,0.0275
1602,0.12,0.0075,0.24,0.3225,0.31
1603,0.086875,0.0,0.2025,0.045208333333333336,0.6654166666666665
1604,0.0,0.0025,0.0125,0.0025,0.9825
1605,0.7650892857142857,0.0,0.005,0.20074404761904763,0.02916666666666667
1606,0.0,0.0,0.0,0.0,1.0
1607,0.0275,0.0,0.13216666666666665,0.0,0.8403333333333333
1608,0.0025,0.0775,0.4438333333333333,0.0,0.4761666666666667
1609,0.145,0.0,0.0025,0.83,0.0225
1610,0.015,0.0,0.5975,0.28,0.1075
1611,0.17,0.0,0.02,0.35,0.46
1612,0.0,0.0,0.3575,0.1625,0.48
1613,0.31,0.0,0.0025,0.62,0.0675
1614,0.775,0.0,0.0,0.175,0.05
1615,0.0075,0.0,0.3925,0.4925,0.1075
1616,0.65375,0.0,0.0,0.2675,0.07875
1617,0.815,0.0,0.0025,0.0775,0.105
1618,0.4458333333333333,0.0,0.005,0.17625,0.37291666666666673
1619,0.175,0.0,0.2425,0.41229166666666667,0.17020833333333335
1620,0.0425,0.0,0.01583333333333333,0.0875,0.8541666666666665
1621,0.40075000000000005,0.0,0.0,0.4294166666666666,0.16983333333333334
1622,0.355,0.0,0.025,0.245,0.375
1623,0.31,0.0025,0.019375,0.22750000000000004,0.44062500000000004
1624,0.995,0.0,0.0,0.005,0.0
1625,0.3200416666666666,0.0,0.02,0.340625,0.31933333333333336
1626,0.655,0.0,0.0525,0.2175,0.075
1627,0.0,0.0,0.0,0.0,1.0
1628,0.0125,0.0075,0.0225,0.01,0.9475
1629,0.0,0.0,0.0,0.0,1.0
1630,0.995,0.0,0.0,0.0,0.005
1631,0.9875,0.0,0.0,0.0,0.0125
1632,0.8541666666666667,0.0,0.0025,0.11833333333333336,0.025
1633,0.26,0.0,0.1775,0.44750000000000006,0.115
1634,0.25958333333333333,0.0,0.0075,0.1625,0.5704166666666667
1635,0.855,0.0,0.0075,0.05,0.0875
1636,0.15325,0.0,0.1325,0.61175,0.1025
1637,0.04,0.0025,0.2625,0.0875,0.6075
1638,0.185,0.0225,0.0225,0.0475,0.7225
1639,0.77625,0.0025,0.0,0.0,0.22125
1640,0.0,0.0,0.7175,0.0,0.2825
1641,0.1075,0.0,0.0075,0.28,0.605
1642,0.695,0.0,0.0,0.2975,0.0075
1643,0.2785,0.0,0.0025,0.4155,0.3035
1644,0.225,0.0,0.2925,0.2875,0.195
1645,0.08,0.0,0.005,0.22,0.695
1646,0.7517499999999999,0.0,0.0,0.1425,0.10575
1647,0.43666666666666665,0.0,0.0075,0.36333333333333334,0.1925
1648,0.5870833333333334,0.0,0.0,0.12041666666666664,0.2925
1649,0.865,0.0,0.0,0.0,0.135
1650,0.005,0.0,0.0,0.0,0.995
1651,1.0,0.0,0.0,0.0,0.0
1652,0.0825,0.0,0.8425,0.03,0.045
1653,0.0,0.0175,0.255,0.0,0.7275
1654,0.0475,0.0,0.06,0.75,0.1425
1655,0.025,0.0025,0.095,0.0025,0.875
1656,0.5442857142857144,0.0,0.0,0.0025,0.4532142857142858
1657,0.8425,0.0,0.0,0.02041666666666667,0.13708333333333333
1658,0.6525833333333333,0.0025,0.0,0.30741666666666667,0.0375
1659,0.0,0.0,0.3875,0.0,0.6125
1660,0.725,0.0,0.025,0.06,0.19
1661,0.0,0.0,0.0,0.0,1.0
1662,0.0,0.0625,0.0675,0.01,0.86
1663,0.03,0.015,0.4425,0.09,0.4225
1664,0.0,0.0,0.19375,0.0,0.80625
1665,0.3188333333333333,0.0025,0.07616666666666667,0.0025,0.6
1666,0.8137500000000002,0.0,0.0025,0.17624999999999996,0.0075
1667,0.0025,0.005,0.2275,0.005,0.76
1668,0.5396309523809524,0.0,0.018166666666666668,0.25,0.19220238095238099
1669,0.0,0.0,0.0175,0.0,0.9825
1670,0.0875,0.025,0.01,0.0,0.8775
1671,0.0,0.0175,0.6275,0.0,0.355
1672,1.0,0.0,0.0,0.0,0.0
1673,0.7085892857142858,0.0,0.0,0.1689107142857143,0.1225
1674,0.23,0.0,0.0075,0.67,0.0925
1675,0.0,0.0,0.0,0.0,1.0
1676,1.0,0.0,0.0,0.0,0.0
1677,0.975,0.0,0.0,0.0,0.025
1678,0.0025,0.010833333333333335,0.095,0.0,0.8916666666666667
1679,0.0,0.0175,0.05,0.0,0.9325
1680,0.8675,0.0,0.0,0.0,0.1325
1681,0.98125,0.0,0.0,0.01625,0.0025
1682,0.4439464285714286,0.0,0.01,0.3795,0.1665535714285714
1683,0.0625,0.0,0.0075,0.2225,0.7075
1684,0.59,0.0,0.005,0.045250000000000005,0.35974999999999996
1685,0.57,0.0,0.0,0.0,0.43
1686,0.48,0.0,0.0075,0.3175,0.195
1687,0.0,0.15,0.3925,0.0,0.4575
1688,0.0,0.0,0.0025,0.0,0.9975
1689,0.27,0.015,0.005,0.0125,0.6975
1690,0.58075,0.0,0.005,0.31675000000000003,0.0975
1691,0.01,0.015,0.005,0.01,0.96
1692,0.8625,0.0,0.0,0.08,0.0575
1693,0.02875,0.0,0.0,0.01,0.96125
1694,0.01,0.0,0.26,0.0075,0.7225
1695,0.0,0.355,0.0325,0.0,0.6125
1696,1.0,0.0,0.0,0.0,0.0
1697,0.38483333333333336,0.225,0.18016666666666667,0.0575,0.1525
1698,0.43,0.0,0.0025,0.45,0.1175
1699,0.875,0.0075,0.04,0.0025,0.075
1700,0.0,0.0,0.11,0.0,0.89
1701,0.02,0.1525,0.6125,0.005,0.21
1702,0.2622023809523809,0.0,0.61,0.11529761904761904,0.0125
1703,0.775,0.0,0.0,0.1575,0.0675
1704,0.0025,0.0125,0.0425,0.0325,0.91
1705,0.23,0.0,0.015,0.6575,0.0975
1706,0.7072499999999999,0.0,0.005,0.24291666666666664,0.044833333333333336
1707,0.0,0.0,0.0,0.0,1.0
1708,0.6139583333333334,0.0,0.041875,0.21916666666666665,0.125
1709,0.08,0.0,0.3325,0.5275,0.06
1710,0.7902083333333334,0.0,0.0,0.17979166666666666,0.03
1711,0.427125,0.0,0.0,0.20287500000000003,0.37
1712,0.3666666666666667,0.0,0.02875,0.19125,0.4133333333333333
